"nocontrat";"exposition";"zone";"puissance";"agevehicule";"ageconducteur";"bonus";"marque";"carburant";"densite";"region"
"546653";4137830;0.24;"A";5;16;36;63;2;"D";24;13
"546654";4137831;0.24;"D";5;14;22;80;2;"D";24;4
"546656";4137833;1;"A";6;7;53;50;2;"D";24;13
"546659";4137836;1;"C";7;12;57;50;2;"D";24;13
"546663";4137840;0.84;"C";4;20;59;50;2;"E";24;13
"546672";4137849;1;"B";6;6;41;50;2;"D";24;13
"546699";4137876;0.05;"D";4;23;56;57;1;"E";24;10
"546714";4137891;0.03;"D";7;8;54;76;3;"D";24;5
"546725";4137902;1;"C";6;13;35;51;6;"D";24;12
"546746";4137923;1;"D";4;1;55;50;1;"D";24;13
"546783";4137960;0.48;"C";6;3;42;95;2;"E";24;1
"546824";4138001;0.12;"D";5;9;23;100;2;"D";24;0
"546830";4138007;1;"C";6;9;51;50;6;"D";24;13
"546833";4138010;0.6;"B";4;14;23;80;4;"E";54;4
"546870";4138047;1;"B";6;14;44;50;1;"D";24;13
"546906";4138083;1;"D";7;7;31;90;1;"E";52;2
"546933";4138110;1;"D";9;12;57;80;10;"D";52;4
"546937";4138114;0.37;"D";10;7;21;85;2;"E";52;3
"546982";4138159;0.23;"D";10;15;23;90;2;"E";52;2
"547004";4138181;1;"A";6;3;32;54;12;"D";72;11
"547009";4138186;0.8;"C";7;14;47;50;2;"E";72;13
"547011";4138188;1;"A";5;14;47;50;2;"D";72;13
"547013";4138190;1;"C";6;16;65;50;1;"D";72;13
"547015";4138192;0.48;"E";6;9;61;100;2;"D";73;0
"547021";4138198;0.31;"A";6;8;77;80;2;"D";72;4
"547028";4138205;0.36;"E";10;9;27;60;12;"D";72;9
"547047";4138224;1;"A";11;14;63;50;10;"E";73;13
"547048";4138225;1;"A";7;7;73;50;2;"E";72;13
"547056";4138233;1;"B";6;8;65;50;2;"D";24;13
"547081";4138258;0.53;"D";6;5;48;50;2;"E";24;13
"547095";4138272;0.96;"D";6;14;30;72;3;"D";24;6
"547096";4138273;1;"B";6;12;51;50;1;"D";24;13
"547100";4138277;0.89;"A";7;4;72;53;1;"E";26;13
"547101";4138278;0.1;"A";7;4;72;53;1;"E";26;13
"547103";4138280;0.59;"E";6;8;28;57;5;"E";26;10
"547126";4138303;0.15;"C";6;3;75;50;13;"D";26;13
"547142";4138319;0.5;"C";5;4;49;50;2;"D";53;13
"547147";4138324;0.46;"C";4;16;23;80;3;"D";53;4
"547151";4138328;0.62;"B";8;13;32;50;6;"D";53;13
"547162";4138339;1;"C";6;4;69;50;2;"E";53;13
"547186";4138363;0.74;"D";7;3;43;50;1;"D";53;13
"547194";4138371;0.54;"C";7;3;38;71;1;"D";53;6
"547204";4138381;0.7;"B";5;9;33;50;2;"D";53;13
"547229";4138406;0.2;"C";7;13;33;54;1;"E";24;11
"547235";4138412;1;"A";6;5;42;50;1;"E";24;13
"547250";4138427;0.42;"D";6;14;50;50;1;"D";24;13
"547252";4138429;1;"A";6;2;71;50;1;"D";24;13
"547257";4138434;1;"C";6;2;47;50;3;"D";24;13
"547258";4138435;1;"D";7;13;37;50;2;"D";24;13
"547274";4138451;1;"E";6;12;37;50;1;"D";11;13
"547275";4138452;0.71;"A";7;16;45;50;1;"E";24;13
"547284";4138461;0.78;"C";11;19;30;72;1;"E";24;6
"547333";4138510;1;"D";7;14;61;51;12;"E";82;12
"547346";4138523;1;"D";8;5;60;50;2;"E";82;13
"547348";4138525;0.13;"E";5;13;52;50;1;"E";82;13
"547352";4138529;1;"C";7;3;64;76;2;"E";82;5
"547361";4138538;0.92;"B";7;13;45;50;2;"E";82;13
"547392";4138569;0.23;"D";5;5;38;50;2;"E";53;13
"547430";4138607;0.33;"D";6;6;57;50;5;"D";53;13
"547435";4138612;0.67;"D";9;21;38;50;13;"D";93;13
"547440";4138617;0.72;"E";5;3;46;50;3;"D";93;13
"547444";4138621;1;"E";7;3;46;50;12;"E";93;13
"547445";4138622;1;"E";4;16;70;72;2;"D";93;6
"547457";4138634;1;"E";7;5;79;50;2;"E";93;13
"547467";4138644;0.72;"E";5;9;43;80;1;"E";93;4
"547468";4138645;0.9;"D";4;8;35;50;6;"E";93;13
"547475";4138652;0.28;"E";7;2;51;50;1;"E";93;13
"547491";4138668;0.46;"C";7;8;54;51;5;"E";93;12
"547517";4138694;0.88;"E";13;4;38;50;10;"E";93;13
"547526";4138703;0.03;"D";5;1;35;50;2;"D";93;13
"547534";4138711;1;"D";10;10;56;50;10;"D";82;13
"547541";4138718;1;"B";4;9;44;50;2;"E";82;13
"547550";4138727;0.82;"E";7;11;48;50;2;"E";82;13
"547552";4138729;0.98;"D";7;6;52;54;3;"D";82;11
"547556";4138733;1;"E";4;3;51;50;1;"E";82;13
"547569";4138746;0.55;"B";5;15;37;50;4;"E";82;13
"547573";4138750;0.46;"E";4;3;94;50;1;"E";82;13
"547577";4138754;1;"D";7;5;76;50;2;"E";82;13
"547585";4138762;0.99;"E";4;11;69;50;2;"E";82;13
"547587";4138764;1;"B";11;14;46;50;1;"D";83;13
"547601";4138778;1;"B";5;15;50;50;1;"E";24;13
"547618";4138795;1;"B";7;15;58;50;2;"D";24;13
"547622";4138799;1;"C";7;8;39;55;1;"E";24;13
"547634";4138811;1;"B";6;12;40;50;3;"E";24;13
"547642";4138819;0.81;"C";6;5;36;50;2;"D";24;13
"547660";4138837;0.83;"B";5;17;27;90;5;"D";24;2
"547666";4138843;0.5;"F";10;4;57;50;3;"D";11;13
"547670";4138847;1;"A";6;13;56;50;2;"E";24;13
"547689";4138866;1;"C";8;12;41;64;10;"D";24;8
"547705";4138882;1;"D";5;12;52;67;5;"D";24;7
"547712";4138889;0.72;"D";6;10;45;50;2;"D";24;13
"547713";4138890;0.65;"D";5;18;39;54;2;"D";24;11
"547721";4138898;0.27;"C";5;7;34;54;6;"D";52;11
"547724";4138901;1;"D";14;4;57;50;2;"E";52;13
"547766";4138943;0.16;"C";10;9;43;50;5;"D";52;13
"547781";4138958;1;"C";6;7;26;64;2;"D";52;8
"547793";4138970;0.09;"A";6;7;44;85;2;"D";53;3
"547802";4138979;1;"D";9;11;39;50;2;"E";52;13
"547826";4139003;1;"A";6;3;52;50;1;"D";24;13
"547844";4139021;0.66;"A";6;9;48;50;2;"E";24;13
"547845";4139022;0.68;"B";7;32;43;50;2;"E";24;13
"547873";4139050;0.21;"C";10;11;42;50;13;"D";24;13
"547894";4139071;0.77;"F";6;2;52;50;1;"E";11;13
"547902";4139079;1;"E";6;8;41;50;2;"E";11;13
"547928";4139105;0.07;"E";8;0;60;50;2;"D";11;13
"547962";4139139;1;"B";4;6;59;50;1;"D";93;13
"547963";4139140;1;"E";6;21;69;55;1;"D";93;13
"547978";4139155;0.58;"E";4;13;53;50;2;"D";93;13
"548005";4139182;0.16;"E";5;4;65;50;2;"D";93;13
"548009";4139186;0.1;"C";5;3;33;57;2;"D";53;10
"548011";4139188;1;"C";7;14;56;50;6;"E";93;13
"548013";4139190;0.14;"B";11;12;59;71;1;"E";53;6
"548017";4139194;1;"C";8;2;31;57;11;"D";53;10
"548021";4139198;0.52;"C";5;10;30;118;4;"D";53;-1
"548022";4139199;1;"B";6;5;62;52;2;"E";53;13
"548045";4139222;1;"A";11;4;61;50;3;"E";53;13
"548048";4139225;0.47;"B";5;7;47;50;6;"D";53;13
"548080";4139257;1;"C";5;4;30;58;5;"D";53;13
"548091";4139268;1;"B";6;9;45;50;1;"D";53;13
"548095";4139272;1;"B";8;12;39;95;14;"D";53;1
"548097";4139274;1;"B";6;2;56;50;1;"D";53;13
"548104";4139281;0.09;"B";4;18;69;95;5;"E";53;1
"548105";4139282;0.9;"B";6;13;69;90;1;"E";53;2
"548109";4139286;0.31;"C";10;9;24;80;10;"D";53;4
"548123";4139300;1;"A";5;5;39;72;2;"E";25;6
"548135";4139312;0.47;"C";4;20;50;50;2;"E";53;13
"548138";4139315;0.98;"C";6;7;49;50;1;"D";53;13
"548140";4139317;0.06;"C";5;7;46;50;4;"D";53;13
"548159";4139336;1;"C";5;13;35;54;1;"E";53;11
"548168";4139345;1;"A";6;3;79;50;1;"D";24;13
"548172";4139349;1;"A";10;21;52;50;10;"E";52;13
"548196";4139373;1;"A";7;5;46;50;2;"D";52;13
"548217";4139394;0.24;"A";5;1;32;64;2;"D";24;8
"548243";4139420;0.86;"A";4;13;55;50;2;"E";25;13
"548252";4139429;0.82;"B";7;4;34;50;4;"D";52;13
"548260";4139437;0.00273224043715847;"A";9;19;44;50;1;"E";22;13
"548271";4139448;1;"C";6;14;42;50;1;"D";22;13
"548277";4139454;0.87;"E";7;8;71;50;11;"D";22;13
"548284";4139461;0.03;"B";9;10;39;50;4;"D";22;13
"548296";4139473;1;"E";7;7;84;62;12;"E";22;13
"548298";4139475;0.5;"E";11;10;46;50;1;"D";22;13
"548353";4139530;1;"E";7;4;60;50;3;"D";82;13
"548376";4139553;0.37;"E";5;14;24;76;2;"E";82;5
"548390";4139567;0.3;"E";5;4;49;68;2;"D";82;7
"548391";4139568;1;"E";4;10;56;50;14;"E";82;13
"548395";4139572;1;"E";7;13;60;50;2;"E";82;13
"548397";4139574;0.37;"E";5;19;29;90;4;"E";82;2
"548419";4139596;1;"B";10;11;33;50;12;"E";82;13
"548420";4139597;1;"D";4;11;46;50;1;"E";82;13
"548429";4139606;1;"C";7;8;71;50;2;"E";82;13
"548456";4139633;1;"C";7;8;45;51;1;"D";82;12
"548458";4139635;1;"C";5;1;32;60;1;"D";82;9
"548472";4139649;0.32;"A";4;16;47;50;2;"E";82;13
"548488";4139665;1;"E";5;2;81;50;12;"E";93;13
"548510";4139687;1;"D";7;12;45;64;1;"E";82;8
"548523";4139700;0.62;"D";7;6;55;50;1;"D";82;13
"548524";4139701;1;"A";8;24;50;50;6;"D";82;13
"548541";4139718;0.18;"D";4;15;43;76;4;"D";82;5
"548545";4139722;0.2;"D";6;10;45;85;2;"D";82;3
"548552";4139729;0.63;"D";6;10;42;90;1;"D";82;2
"548554";4139731;0.83;"D";11;4;39;80;12;"D";82;4
"548567";4139744;0.41;"D";5;9;25;52;3;"D";82;13
"548577";4139754;1;"D";6;12;38;50;1;"D";82;13
"548610";4139787;1;"D";7;6;37;54;1;"D";82;11
"548619";4139796;0.48;"D";5;8;19;95;1;"D";82;1
"548623";4139800;0.75;"D";7;2;51;55;10;"D";82;13
"548626";4139803;0.15;"D";14;4;42;72;2;"E";82;6
"548629";4139806;0.51;"D";9;7;45;68;4;"E";82;7
"548634";4139811;1;"C";4;24;60;50;1;"E";24;13
"548642";4139819;0.12;"E";4;13;53;50;1;"E";24;13
"548665";4139842;0.76;"E";4;8;31;85;1;"E";11;3
"548666";4139843;0.16;"E";4;8;31;85;1;"E";11;3
"548668";4139845;0.64;"A";9;7;55;50;13;"E";83;13
"548681";4139858;0.31;"E";6;11;35;52;2;"D";24;13
"548705";4139882;0.49;"C";5;30;53;55;1;"E";24;13
"548710";4139887;0.7;"A";8;13;29;57;13;"E";24;10
"548731";4139908;1;"D";5;11;58;50;1;"E";31;13
"548759";4139936;0.77;"D";5;8;52;63;3;"D";31;13
"548761";4139938;0.03;"E";7;16;48;50;5;"D";31;13
"548763";4139940;0.88;"C";6;4;33;51;4;"D";31;12
"548794";4139971;0.08;"C";6;15;54;50;2;"E";24;13
"548823";4140000;1;"B";10;12;54;50;4;"E";54;13
"548871";4140048;1;"D";12;2;67;50;10;"E";54;13
"548897";4140074;1;"B";6;21;61;50;1;"E";54;13
"548910";4140087;1;"D";4;22;36;76;1;"E";54;5
"548918";4140095;0.74;"B";7;9;54;50;2;"D";54;13
"548923";4140100;0.57;"A";6;3;43;50;2;"D";54;13
"548949";4140126;1;"B";4;6;50;50;2;"E";25;13
"548958";4140135;1;"C";9;5;47;50;4;"D";82;13
"548967";4140144;0.48;"C";7;9;38;50;1;"D";82;13
"548973";4140150;0.06;"D";7;3;41;50;2;"D";82;13
"548974";4140151;0.24;"D";7;3;41;50;2;"D";82;13
"548990";4140167;0.22;"E";7;6;45;51;2;"D";82;12
"549005";4140182;0.2;"A";6;12;30;60;3;"D";24;9
"549019";4140196;1;"C";6;18;42;50;6;"E";24;13
"549044";4140221;0.47;"A";6;6;23;95;1;"D";24;1
"549056";4140233;1;"C";6;6;27;85;1;"D";24;3
"549067";4140244;1;"C";5;4;27;64;2;"D";24;8
"549091";4140268;1;"B";6;18;38;51;2;"E";24;12
"549103";4140280;0.53;"C";6;5;60;50;2;"D";24;13
"549116";4140293;1;"B";5;20;39;85;1;"D";24;3
"549129";4140306;1;"A";8;14;39;50;10;"D";24;13
"549132";4140309;1;"D";4;10;73;50;5;"E";24;13
"549139";4140316;1;"C";6;12;32;50;1;"D";24;13
"549173";4140350;0.25;"D";6;13;65;50;2;"D";24;13
"549187";4140364;0.39;"C";10;8;36;62;3;"D";24;13
"549204";4140381;1;"F";4;21;47;50;2;"E";11;13
"549213";4140390;1;"A";7;4;70;50;1;"E";52;13
"549220";4140397;1;"D";6;6;53;50;2;"E";52;13
"549236";4140413;1;"D";4;9;45;72;13;"E";31;6
"549242";4140419;1;"C";5;16;54;50;6;"E";31;13
"549261";4140438;0.1;"C";4;9;32;54;2;"E";31;11
"549269";4140446;0.24;"C";6;7;28;80;3;"E";31;4
"549271";4140448;1;"B";7;15;29;85;11;"D";31;3
"549280";4140457;1;"D";4;12;25;90;2;"E";31;2
"549283";4140460;1;"C";4;12;29;90;1;"E";31;2
"549293";4140470;0.82;"D";7;10;39;90;1;"E";31;2
"549296";4140473;0.46;"C";7;11;28;90;4;"E";31;2
"549299";4140476;1;"D";5;6;30;64;4;"D";31;8
"549308";4140485;1;"C";6;9;26;68;2;"D";31;7
"549311";4140488;0.03;"C";7;5;51;50;3;"E";31;13
"549346";4140523;1;"C";11;1;51;50;13;"D";52;13
"549365";4140542;0.12;"D";7;18;42;50;2;"E";24;13
"549378";4140555;0.99;"E";11;1;47;50;10;"D";24;13
"549405";4140582;0.51;"D";8;14;45;50;1;"D";24;13
"549411";4140588;0.28;"D";4;6;40;50;3;"E";24;13
"549416";4140593;0.23;"D";7;9;30;76;1;"D";24;5
"549443";4140620;1;"C";6;9;55;50;3;"E";53;13
"549465";4140642;1;"C";5;15;44;50;2;"D";53;13
"549473";4140650;0.07;"E";4;8;35;95;4;"D";53;1
"549474";4140651;0.77;"D";14;26;50;54;11;"E";53;11
"549482";4140659;0.59;"D";6;2;68;50;13;"D";53;13
"549492";4140669;0.13;"C";4;11;57;50;2;"E";53;13
"549496";4140673;0.58;"B";7;4;39;50;13;"D";11;13
"549514";4140691;1;"C";9;13;54;50;2;"E";93;13
"549519";4140696;1;"D";4;8;47;50;2;"E";93;13
"549526";4140703;0.45;"E";5;3;24;50;3;"E";93;13
"549532";4140709;0.72;"D";15;4;66;50;10;"E";93;13
"549542";4140719;0.93;"E";4;4;49;78;1;"E";93;4
"549564";4140741;0.23;"D";6;9;58;50;3;"D";93;13
"549581";4140758;0.49;"B";4;13;32;60;1;"E";72;9
"549588";4140765;0.03;"D";6;18;23;95;2;"D";72;1
"549621";4140798;0.75;"E";7;2;51;50;11;"E";72;13
"549635";4140812;0.8;"E";6;7;40;50;3;"D";11;13
"549680";4140857;0.68;"C";9;20;40;90;10;"E";91;2
"549684";4140861;1;"D";4;9;33;80;6;"E";91;4
"549688";4140865;0.36;"D";5;13;23;80;3;"E";91;4
"549690";4140867;0.25;"C";6;16;25;90;1;"D";91;2
"549705";4140882;0.75;"D";7;18;33;80;2;"E";91;4
"549733";4140910;1;"C";5;12;64;50;3;"D";53;13
"549749";4140926;1;"C";7;2;51;50;5;"D";53;13
"549750";4140927;0.32;"C";5;14;63;50;2;"D";53;13
"549753";4140930;1;"C";6;12;59;50;1;"D";53;13
"549771";4140948;1;"B";7;2;28;85;11;"E";53;3
"549783";4140960;0.2;"C";8;6;30;68;2;"D";53;7
"549797";4140974;0.49;"C";5;14;24;85;2;"E";53;3
"549798";4140975;1;"C";5;12;49;50;2;"E";53;13
"549806";4140983;0.52;"B";6;16;40;54;1;"D";53;11
"549820";4140997;1;"C";5;16;20;95;1;"E";53;1
"549852";4141029;1;"C";5;3;40;58;5;"D";24;13
"549863";4141040;0.19;"E";7;3;44;50;12;"E";72;13
"549905";4141082;1;"D";8;18;49;50;12;"E";31;13
"549921";4141098;0.15;"D";7;5;33;50;4;"E";31;13
"549937";4141114;0.1;"D";7;13;67;54;3;"E";82;11
"549939";4141116;0.89;"E";7;6;23;90;11;"D";82;2
"549946";4141123;1;"D";6;5;49;66;2;"D";82;7
"549955";4141132;0.1;"D";8;12;31;95;13;"D";82;1
"549963";4141140;0.71;"D";4;5;66;50;2;"D";82;13
"549981";4141158;0.43;"C";6;14;40;95;1;"D";82;1
"549991";4141168;0.29;"C";10;2;39;50;1;"E";82;13
"550040";4141217;1;"D";9;6;63;50;12;"E";82;13
"550062";4141239;1;"B";11;7;58;50;12;"E";24;13
"550070";4141247;1;"E";6;1;52;50;2;"D";24;13
"550080";4141257;1;"B";7;3;46;51;1;"D";24;12
"550081";4141258;1;"D";6;8;51;62;2;"E";24;13
"550113";4141290;0.83;"D";5;2;72;50;1;"E";24;13
"550115";4141292;0.8;"D";7;0;47;50;2;"E";24;13
"550119";4141296;0.55;"E";10;1;38;64;1;"D";24;8
"550124";4141301;0.43;"C";7;1;49;50;1;"E";24;13
"550166";4141343;0.69;"A";8;3;56;50;11;"D";52;13
"550186";4141363;0.05;"D";6;9;44;53;1;"D";24;13
"550187";4141364;1;"D";11;3;62;50;11;"D";24;13
"550191";4141368;0.58;"E";5;7;39;50;1;"D";24;13
"550201";4141378;0.72;"A";11;12;50;57;1;"E";24;10
"550217";4141394;0.01;"D";7;10;26;85;6;"D";24;3
"550244";4141421;1;"E";4;8;57;51;6;"E";72;12
"550261";4141438;0.8;"D";4;21;38;50;1;"E";72;13
"550267";4141444;0.73;"D";5;10;53;71;6;"E";72;6
"550271";4141448;1;"E";6;8;75;50;2;"E";72;13
"550272";4141449;0.09;"E";4;14;48;50;4;"E";72;13
"550296";4141473;0.97;"C";5;8;35;51;4;"E";72;12
"550302";4141479;1;"D";4;13;33;80;5;"E";72;4
"550316";4141493;1;"C";4;5;27;95;1;"E";72;1
"550322";4141499;1;"C";6;9;53;50;1;"E";93;13
"550333";4141510;1;"E";6;14;45;68;1;"D";93;7
"550350";4141527;1;"E";4;31;46;50;1;"E";93;13
"550351";4141528;0.91;"A";7;4;87;62;2;"E";93;13
"550366";4141543;0.37;"E";6;3;82;50;12;"E";11;13
"550425";4141602;1;"D";4;15;50;50;2;"E";41;13
"550428";4141605;1;"D";5;3;79;55;12;"E";41;13
"550429";4141606;1;"D";5;4;39;60;5;"E";41;9
"550448";4141625;0.86;"C";9;11;64;50;10;"D";41;13
"550468";4141645;0.91;"A";6;12;66;50;2;"E";24;13
"550492";4141669;1;"A";7;2;60;50;2;"E";24;13
"550506";4141683;0.74;"A";6;2;34;57;2;"D";24;10
"550524";4141701;1;"C";9;2;34;57;6;"D";23;10
"550535";4141712;1;"A";8;2;51;50;10;"D";83;13
"550586";4141763;1;"D";9;1;56;50;10;"D";82;13
"550610";4141787;0.69;"E";4;15;44;50;2;"E";82;13
"550612";4141789;1;"C";5;11;41;50;5;"D";82;13
"550642";4141819;0.72;"E";6;9;22;90;3;"E";82;2
"550675";4141852;0.95;"C";5;6;53;70;4;"D";26;6
"550709";4141886;1;"A";8;7;27;59;2;"E";43;13
"550715";4141892;1;"C";7;7;57;50;2;"D";24;13
"550719";4141896;0.17;"D";5;9;63;50;4;"E";11;13
"550722";4141899;0.09;"B";5;16;68;50;2;"D";24;13
"550726";4141903;1;"A";7;16;53;50;1;"E";24;13
"550765";4141942;1;"A";6;10;50;90;1;"E";24;2
"550799";4141976;0.67;"D";7;14;64;78;2;"E";24;4
"550806";4141983;0.56;"A";7;11;39;50;11;"D";24;13
"550853";4142030;0.54;"E";6;12;25;72;1;"D";11;6
"550869";4142046;0.66;"D";5;14;23;95;5;"E";24;1
"550871";4142048;0.62;"A";6;3;68;50;1;"D";24;13
"550873";4142050;0.57;"A";7;14;38;80;2;"D";91;4
"550881";4142058;0.49;"E";10;9;42;50;12;"D";25;13
"550889";4142066;0.58;"A";6;6;56;50;1;"D";25;13
"550899";4142076;0.27;"C";5;16;25;100;2;"D";82;0
"550905";4142082;1;"D";4;15;37;76;1;"D";82;5
"550906";4142083;0.12;"E";7;4;33;60;2;"E";82;9
"550934";4142111;0.23;"C";4;13;41;58;1;"E";82;13
"550940";4142117;1;"E";9;13;50;50;2;"E";82;13
"550958";4142135;0.26;"E";5;14;20;95;2;"D";82;1
"550961";4142138;1;"B";6;3;63;50;4;"E";82;13
"550963";4142140;0.19;"C";6;11;30;72;1;"D";82;6
"550968";4142145;0.18;"C";8;18;63;50;6;"D";82;13
"550989";4142166;0.28;"E";7;12;20;100;6;"E";82;0
"550993";4142170;0.45;"B";7;11;43;57;2;"E";91;10
"551000";4142177;0.49;"C";5;7;70;50;3;"D";82;13
"551020";4142197;0.86;"E";6;15;19;95;6;"E";82;1
"551044";4142221;0.59;"A";7;10;31;80;2;"D";82;4
"551074";4142251;0.02;"B";5;6;60;50;4;"D";31;13
"551085";4142262;1;"E";5;8;37;50;5;"E";21;13
"551089";4142266;1;"B";5;8;73;50;1;"E";24;13
"551096";4142273;1;"A";8;17;49;50;1;"D";24;13
"551097";4142274;0.01;"C";4;7;71;50;1;"E";24;13
"551119";4142296;1;"E";5;6;53;50;5;"E";93;13
"551124";4142301;0.45;"D";6;5;69;62;2;"E";93;13
"551130";4142307;1;"E";6;12;36;85;3;"D";93;3
"551150";4142327;1;"E";4;18;55;50;6;"E";93;13
"551160";4142337;1;"D";6;7;46;50;3;"E";93;13
"551167";4142344;1;"E";5;13;36;63;5;"D";93;13
"551173";4142350;1;"D";7;3;55;50;2;"E";52;13
"551190";4142367;1;"D";4;4;55;50;1;"E";52;13
"551194";4142371;0.71;"E";7;12;78;50;2;"E";52;13
"551209";4142386;0.37;"C";4;16;68;50;1;"E";52;13
"551218";4142395;1;"C";6;11;39;50;1;"E";52;13
"551222";4142399;0.4;"E";4;12;30;54;2;"E";52;11
"551228";4142405;0.24;"C";5;10;39;51;1;"E";93;12
"551248";4142425;0.95;"D";4;8;42;50;2;"E";93;13
"551258";4142435;1;"E";8;21;36;50;1;"D";93;13
"551264";4142441;1;"D";5;4;31;63;2;"D";93;13
"551276";4142453;0.55;"C";4;6;45;50;2;"E";93;13
"551277";4142454;1;"E";5;20;56;76;4;"D";93;5
"551278";4142455;0.98;"E";5;5;39;50;6;"E";93;13
"551284";4142461;1;"E";6;7;52;63;2;"D";93;13
"551295";4142472;0.01;"A";4;8;33;90;2;"E";24;2
"551303";4142480;0.1;"C";5;17;37;50;2;"D";24;13
"551338";4142515;0.22;"B";5;0;56;55;2;"D";24;13
"551346";4142523;0.16;"C";6;9;27;85;1;"D";24;3
"551351";4142528;1;"D";7;6;46;57;1;"D";24;10
"551380";4142557;0.24;"C";5;4;39;51;2;"D";24;12
"551384";4142561;0.23;"C";5;13;62;60;5;"D";24;9
"551404";4142581;0.97;"C";5;16;33;64;2;"D";24;8
"551418";4142595;0.09;"C";10;13;35;90;4;"E";24;2
"551448";4142625;1;"A";6;6;57;50;2;"D";24;13
"551464";4142641;0.46;"C";15;1;75;50;10;"E";24;13
"551483";4142660;0.83;"A";5;2;57;50;1;"D";24;13
"551493";4142670;0.41;"B";5;6;21;90;2;"D";24;2
"551504";4142681;0.25;"A";6;16;39;50;1;"D";24;13
"551556";4142733;0.33;"C";7;8;59;58;2;"E";24;13
"551561";4142738;0.25;"C";6;2;52;50;1;"D";24;13
"551566";4142743;0.42;"C";6;17;32;72;2;"D";24;6
"551573";4142750;1;"A";6;2;44;50;3;"D";24;13
"551575";4142752;0.72;"C";4;2;27;60;1;"D";24;9
"551578";4142755;0.33;"A";8;0;42;53;2;"D";52;13
"551590";4142767;0.25;"C";7;11;47;50;5;"E";24;13
"551602";4142779;0.33;"C";10;2;50;50;1;"D";24;13
"551616";4142793;0.36;"C";6;9;60;50;4;"E";24;13
"551623";4142800;1;"E";6;14;46;50;6;"D";82;13
"551624";4142801;0.8;"D";7;8;57;50;6;"D";82;13
"551656";4142833;0.49;"D";8;12;32;64;12;"E";82;8
"551664";4142841;0.06;"E";9;15;24;100;2;"E";82;0
"551665";4142842;0.37;"E";7;14;24;100;1;"E";82;0
"551688";4142865;0.26;"D";4;11;21;100;4;"E";93;0
"551702";4142879;0.55;"E";8;0;30;57;2;"D";82;10
"551721";4142898;1;"E";7;1;73;50;3;"E";82;13
"551722";4142899;0.3;"E";5;16;57;50;1;"D";82;13
"551733";4142910;1;"E";6;11;67;50;1;"D";82;13
"551740";4142917;1;"D";12;1;42;50;12;"D";82;13
"551752";4142929;0.42;"A";12;25;52;50;10;"D";54;13
"551769";4142946;0.11;"D";6;6;42;50;2;"E";54;13
"551772";4142949;1;"D";8;8;28;57;3;"D";54;10
"551775";4142952;0.88;"D";6;12;36;72;2;"D";54;6
"551779";4142956;1;"E";4;14;27;76;2;"E";91;5
"551780";4142957;1;"C";5;20;41;54;12;"E";11;11
"551792";4142969;0.14;"B";7;15;53;50;1;"E";54;13
"551805";4142982;0.19;"F";8;1;36;50;2;"D";11;13
"551810";4142987;0.22;"C";7;2;55;63;6;"D";54;13
"551820";4142997;1;"A";7;9;48;90;1;"D";54;2
"551829";4143006;0.84;"D";7;12;59;50;6;"E";53;13
"551831";4143008;0.34;"C";7;14;22;90;1;"E";53;2
"551833";4143010;0.91;"C";6;9;55;50;2;"D";53;13
"551848";4143025;1;"C";6;2;52;50;4;"E";53;13
"551860";4143037;0.95;"E";7;4;26;100;2;"E";93;0
"551879";4143056;0.19;"D";10;9;42;50;2;"E";53;13
"551887";4143064;1;"D";10;11;42;50;12;"E";53;13
"551894";4143071;0.96;"C";7;2;65;50;10;"D";11;13
"551899";4143076;0.47;"C";12;2;34;58;11;"D";53;13
"551903";4143080;0.94;"C";9;1;60;50;10;"D";53;13
"551914";4143091;0.61;"D";6;9;39;50;10;"D";53;13
"551932";4143109;0.75;"B";11;15;74;50;3;"E";11;13
"551972";4143149;0.2;"C";4;13;40;50;3;"D";91;13
"551984";4143161;1;"D";8;7;36;51;10;"D";93;12
"551986";4143163;0.43;"D";6;12;31;76;2;"D";93;5
"551991";4143168;0.07;"D";5;9;44;62;3;"D";93;13
"552008";4143185;1;"D";6;2;72;50;2;"D";93;13
"552014";4143191;1;"D";5;8;43;50;5;"E";93;13
"552038";4143215;1;"D";5;16;57;50;1;"E";93;13
"552044";4143221;1;"D";6;9;24;80;2;"E";93;4
"552047";4143224;1;"D";10;12;38;75;11;"D";93;5
"552048";4143225;1;"C";6;6;28;60;4;"E";93;9
"552053";4143230;0.05;"D";5;9;40;90;5;"D";93;2
"552075";4143252;0.62;"E";12;3;73;50;3;"D";82;13
"552091";4143268;1;"D";10;4;54;50;1;"D";82;13
"552102";4143279;0.83;"C";6;15;62;50;12;"D";82;13
"552117";4143294;1;"E";7;8;50;50;6;"E";82;13
"552133";4143310;0.26;"C";11;2;38;50;3;"D";82;13
"552143";4143320;1;"C";8;3;52;50;3;"D";82;13
"552144";4143321;1;"E";10;9;30;60;1;"E";82;9
"552151";4143328;0.24;"E";8;2;40;58;10;"D";82;13
"552172";4143349;0.13;"E";9;2;29;76;12;"D";82;5
"552186";4143363;1;"A";9;13;41;50;10;"D";24;13
"552187";4143364;1;"C";6;9;38;50;3;"D";91;13
"552192";4143369;0.5;"D";5;11;24;90;4;"D";24;2
"552203";4143380;1;"D";5;5;24;71;4;"D";24;6
"552211";4143388;0.07;"D";7;12;31;50;11;"E";24;13
"552219";4143396;1;"C";7;6;61;72;1;"D";24;6
